id,name,category,price_tier,neighborhood,opening_hours,average_rating,good_for_kids
752,Wyman-Batz,Italian Cuisine,cheap,West Village,18,0.9,false
753,"Mante, Heidenreich and Johns",Greek Cuisine,expensive,Clinton,17,4.4,true
754,"Fritsch, Macejkovic and Hegmann",Spanish Cuisine,cheap,Chinatown,16,4.1,false
755,Rath-Koch,Japanese Cuisine,medium,NoHo,15,3.2,false
756,"Monahan, Mante and Smith",Japanese Cuisine,expensive,Greenwich Village,19,3.0,false
757,Zulauf Group,Italian Cuisine,medium,Chelsea,14,4.6,false
758,Morissette LLC,Greek Cuisine,cheap,Hudson Yards,19,2.2,true
759,"Abshire, Yost and Predovic",Japanese Cuisine,cheap,Lower East Side,18,1.8,true
760,Larson and Sons,Mediterranean Cuisine,expensive,Battery Park City,20,1.8,false
761,"Langosh, Corkery and Ziemann",Japanese Cuisine,medium,Clinton,16,4.1,true
762,Kreiger-Swaniawski,Greek Cuisine,medium,Tribeca,15,2.5,false
763,"Batz, Ortiz and Abshire",French Cuisine,cheap,Financial District,16,3.0,false
764,Luettgen-Bogisich,French Cuisine,medium,Greenwich Village,22,4.7,true
765,"Barton, Deckow and Hayes",Indian Cuisine,cheap,Lower East Side,21,0.6,false
766,Cummerata-Von,Chinese Cuisine,expensive,Tribeca,24,4.2,true
767,Cremin LLC,Spanish Cuisine,cheap,Chinatown,16,5.0,true
768,Ziemann and Sons,Italian Cuisine,cheap,Battery Park City,19,1.1,false
769,Block-Dibbert,Indian Cuisine,expensive,Greenwich Village,14,2.3,false
770,Lindgren-Spinka,Indian Cuisine,expensive,Hell's Kitchen,23,2.2,false
771,"Will, Schroeder and Hoppe",Indian Cuisine,cheap,Greenwich Village,22,1.0,false
772,Connelly Inc,Spanish Cuisine,expensive,Lower East Side,15,3.5,false
773,Cartwright and Sons,Japanese Cuisine,cheap,Hudson Yards,16,3.5,false
774,"Barrows, Predovic and Thompson",Japanese Cuisine,medium,SoHo,21,1.6,false
775,Runte-Hand,Japanese Cuisine,cheap,Chinatown,16,2.6,false
776,"Weber, Lueilwitz and Stroman",French Cuisine,expensive,SoHo,22,0.4,true
777,Carroll-Hodkiewicz,French Cuisine,expensive,NoHo,19,1.8,true
778,"Stoltenberg, Corwin and Grimes",Chinese Cuisine,medium,SoHo,20,4.9,true
779,"Yundt, Grady and Wyman",Greek Cuisine,expensive,Greenwich Village,17,0.2,true
780,Legros-Von,Mediterranean Cuisine,cheap,SoHo,20,0.8,false
781,"Greenfelder, Cremin and Bradtke",Greek Cuisine,cheap,Chinatown,15,0.8,false
782,"Johns, Labadie and Howell",Mediterranean Cuisine,cheap,Greenwich Village,22,1.7,false
783,"Abernathy, Bogisich and Block",Greek Cuisine,expensive,Financial District,19,4.7,true
784,Wunsch and Sons,Indian Cuisine,medium,West Village,18,4.4,true
785,Hagenes-Sauer,Spanish Cuisine,cheap,Clinton,18,1.1,true
786,Wuckert Inc,Mediterranean Cuisine,medium,Tribeca,22,4.8,false
787,Kilback and Sons,Chinese Cuisine,medium,Chinatown,20,2.9,true
788,Lind-McGlynn,Mediterranean Cuisine,expensive,Tribeca,14,1.0,true
789,Jerde LLC,Indian Cuisine,cheap,SoHo,18,3.1,false
790,Monahan Group,Mediterranean Cuisine,medium,Little Italy,14,4.8,false
791,"Ankunding, Durgan and Breitenberg",Spanish Cuisine,cheap,SoHo,21,0.4,true
792,Lindgren and Sons,Japanese Cuisine,medium,Battery Park City,17,1.2,false
793,Runolfsdottir and Sons,Spanish Cuisine,medium,SoHo,21,1.6,false
794,Greenfelder-Schulist,Spanish Cuisine,expensive,West Village,15,1.9,false
795,Langworth-Kuhic,Japanese Cuisine,cheap,Chinatown,14,2.0,false
796,Treutel LLC,Chinese Cuisine,medium,Lower East Side,14,4.3,true
797,"Fay, Konopelski and Morissette",Spanish Cuisine,expensive,Clinton,14,1.9,true
798,Jacobi-Carter,Mediterranean Cuisine,cheap,Battery Park City,19,3.3,false
799,"Shields, Rodriguez and Breitenberg",Greek Cuisine,medium,Lower East Side,16,0.3,true
800,"Marquardt, Harris and Corkery",Greek Cuisine,medium,West Village,14,5.0,true
801,Bruen Inc,Italian Cuisine,expensive,NoHo,15,4.1,true
802,"Shanahan, Hammes and Hyatt",Greek Cuisine,medium,Hell's Kitchen,14,0.2,false
803,"Blick, Block and Christiansen",Spanish Cuisine,cheap,Financial District,19,0.6,false
804,Gleichner LLC,Chinese Cuisine,cheap,Hell's Kitchen,18,2.2,false
805,"Reilly, Heathcote and Koss",Chinese Cuisine,medium,Financial District,15,3.3,false
806,Torp and Sons,Japanese Cuisine,expensive,Lower East Side,16,1.2,false
807,Parisian-Johnston,French Cuisine,expensive,SoHo,24,4.1,true
808,Durgan Inc,Chinese Cuisine,cheap,Tribeca,16,3.7,false
809,Farrell-Shanahan,Mediterranean Cuisine,cheap,Tribeca,24,0.3,true
810,"Wiza, Blick and Brown",Japanese Cuisine,cheap,Lower East Side,23,1.1,true
811,Barrows Group,Mediterranean Cuisine,medium,NoHo,14,2.8,true
812,"Kilback, Cruickshank and Boyer",Italian Cuisine,expensive,Hudson Yards,16,2.9,true
813,Reichel-Boyle,Indian Cuisine,cheap,NoHo,19,0.2,true
814,"Bartoletti, Johnston and Yost",Greek Cuisine,expensive,SoHo,20,3.2,false
815,"Mante, Leannon and Johnson",Greek Cuisine,medium,Greenwich Village,21,1.5,false
816,Renner-Hahn,Spanish Cuisine,expensive,Lower East Side,17,2.3,false
817,Cremin Group,Mediterranean Cuisine,cheap,West Village,16,0.7,true
818,"Jaskolski, Connelly and Schoen",Mediterranean Cuisine,expensive,SoHo,24,0.3,false
819,Quigley LLC,Greek Cuisine,medium,Little Italy,19,1.4,false
820,"Mueller, Brakus and Bradtke",Mediterranean Cuisine,expensive,Hell's Kitchen,15,3.7,true
821,Balistreri Group,Greek Cuisine,expensive,Clinton,17,1.5,true
822,Langosh-Kunde,Indian Cuisine,cheap,Hell's Kitchen,14,1.1,false
823,"Abshire, Schaefer and Hirthe",French Cuisine,cheap,SoHo,18,1.8,true
824,"Kihn, Zboncak and McClure",Mediterranean Cuisine,expensive,Hudson Yards,18,0.8,false
825,Halvorson LLC,Japanese Cuisine,medium,Hudson Yards,20,4.0,false
826,"Ratke, Nikolaus and Dickinson",Spanish Cuisine,expensive,Tribeca,24,1.8,true
827,"Bogan, Boehm and Grant",Greek Cuisine,cheap,Greenwich Village,21,3.6,true
828,Conn-Swift,Indian Cuisine,medium,Clinton,24,0.0,true
829,Windler-Dibbert,French Cuisine,medium,Clinton,14,3.5,false
830,Yundt Group,Spanish Cuisine,cheap,SoHo,19,2.1,true
831,Herman-Beier,Greek Cuisine,medium,Tribeca,16,1.3,true
832,Mueller and Sons,Greek Cuisine,medium,West Village,18,0.3,true
833,Krajcik-Pacocha,Chinese Cuisine,medium,Financial District,17,4.7,true
834,Hegmann Group,Mediterranean Cuisine,cheap,Little Italy,20,2.0,false
835,McLaughlin-Kassulke,Greek Cuisine,cheap,Chinatown,19,1.6,false
836,Bruen-Gorczany,Indian Cuisine,medium,Lower East Side,20,3.2,true
837,"Willms, Buckridge and Wilkinson",Mediterranean Cuisine,medium,Financial District,19,0.4,false
838,Bruen-Glover,Italian Cuisine,medium,Financial District,18,3.1,true
839,"Torp, Goyette and Hartmann",Italian Cuisine,medium,Clinton,17,4.9,false
840,"Stamm, Cummerata and Muller",Indian Cuisine,expensive,Clinton,19,4.3,false
841,"Rice, Gottlieb and Torphy",Indian Cuisine,medium,NoHo,15,2.8,true
842,Jacobson-Jakubowski,French Cuisine,cheap,Tribeca,15,2.9,false
843,Lebsack Inc,Italian Cuisine,cheap,Chelsea,17,4.6,false
844,Kunde and Sons,Greek Cuisine,medium,Chinatown,17,1.3,true
845,"Armstrong, Turner and McKenzie",Spanish Cuisine,cheap,Financial District,18,2.1,true
846,Von-Renner,Chinese Cuisine,expensive,Battery Park City,20,0.8,true
847,Emmerich Group,Chinese Cuisine,cheap,West Village,20,0.8,false
848,"Gerhold, Stehr and Jacobs",Japanese Cuisine,expensive,Greenwich Village,17,1.4,false
849,"Lemke, Ankunding and Ondricka",Indian Cuisine,medium,Battery Park City,15,0.2,true
850,"Cummings, Johnston and Murazik",Italian Cuisine,expensive,NoHo,22,0.9,false
851,Koelpin Inc,Greek Cuisine,medium,SoHo,22,1.6,true
852,Huel LLC,Spanish Cuisine,cheap,Clinton,18,1.9,false
853,"Emmerich, Anderson and Klein",Japanese Cuisine,medium,SoHo,21,2.0,true
854,"Barrows, Reichel and Swift",French Cuisine,cheap,Chelsea,24,2.0,true
855,"Hauck, Larson and Block",Indian Cuisine,cheap,Greenwich Village,23,2.1,true
856,"Hermann, Gorczany and Mayert",Chinese Cuisine,cheap,Greenwich Village,19,1.5,true
857,Sawayn-O'Keefe,French Cuisine,expensive,Financial District,21,0.7,true
858,"Funk, Goldner and Pouros",Spanish Cuisine,medium,Clinton,15,0.1,true
859,Bashirian-Cole,Japanese Cuisine,medium,Tribeca,16,4.3,false
860,Heller-Block,Japanese Cuisine,cheap,Hudson Yards,14,0.1,false
861,Doyle-Gerlach,Japanese Cuisine,cheap,Chinatown,22,4.4,false
862,"Bins, Schimmel and Adams",Greek Cuisine,medium,NoHo,16,1.1,false
863,"Wilkinson, Rohan and Ebert",Mediterranean Cuisine,medium,Financial District,19,4.4,false
864,Howe and Sons,Mediterranean Cuisine,expensive,Lower East Side,16,2.4,false
865,Gleichner LLC,Greek Cuisine,medium,Lower East Side,21,1.4,false
866,Crooks Inc,Chinese Cuisine,cheap,Clinton,18,2.5,false
867,Block Inc,French Cuisine,expensive,Greenwich Village,19,2.2,true
868,"Miller, Barton and Kutch",Chinese Cuisine,cheap,West Village,24,3.5,false
869,"Corwin, Bernier and Schmitt",French Cuisine,medium,Tribeca,24,2.5,true
870,McKenzie-Gleichner,Mediterranean Cuisine,medium,Greenwich Village,21,4.3,true
871,"VonRueden, Bruen and Veum",French Cuisine,medium,Greenwich Village,15,3.8,true
872,O'Keefe-Upton,Spanish Cuisine,cheap,Tribeca,18,4.7,true
873,Marquardt-Hyatt,Italian Cuisine,medium,Tribeca,20,1.8,true
874,Koelpin-Pouros,Italian Cuisine,cheap,Little Italy,20,0.7,true
875,Reichel Inc,Greek Cuisine,medium,Hudson Yards,22,2.4,false
876,"Yost, Fay and Marks",Italian Cuisine,expensive,Chelsea,16,2.8,false
877,Legros-Bogisich,Indian Cuisine,expensive,Greenwich Village,22,2.9,true
878,Klein Group,Italian Cuisine,medium,Hudson Yards,24,1.9,false
879,Walker-Ward,Spanish Cuisine,cheap,Clinton,17,3.6,false
880,"Weimann, Yost and Jenkins",French Cuisine,medium,Hudson Yards,18,1.8,false
881,Heller-Kuvalis,French Cuisine,expensive,Financial District,17,3.4,true
882,Hand Group,Greek Cuisine,cheap,Financial District,24,1.1,true
883,Gutkowski-Rogahn,Greek Cuisine,expensive,Hell's Kitchen,21,0.9,true
884,Lesch LLC,Mediterranean Cuisine,cheap,Hudson Yards,24,3.4,false
885,Herman Group,French Cuisine,medium,Chelsea,22,3.2,false
886,"Vandervort, Gleason and Prosacco",Chinese Cuisine,cheap,Hudson Yards,21,3.5,false
887,"Dietrich, Maggio and Hills",Indian Cuisine,cheap,Chelsea,19,0.9,true
888,Larson LLC,Greek Cuisine,expensive,Hell's Kitchen,21,4.5,true
889,Kunze and Sons,Mediterranean Cuisine,medium,SoHo,18,1.3,false
890,Blanda-Fay,Spanish Cuisine,cheap,Hudson Yards,19,3.0,true
891,"Kihn, Mayer and Conn",Japanese Cuisine,medium,Tribeca,21,4.1,true
892,Frami Group,Greek Cuisine,cheap,Battery Park City,17,4.3,false
893,Wolf-Cummings,Spanish Cuisine,cheap,Hudson Yards,14,4.4,true
894,Gorczany Inc,Greek Cuisine,expensive,Hudson Yards,23,4.7,true
895,Waelchi-Gottlieb,Chinese Cuisine,cheap,Battery Park City,22,3.9,true
896,"Effertz, Hermiston and Grady",Japanese Cuisine,medium,Battery Park City,22,4.0,false
897,"Walsh, Corwin and Wuckert",Chinese Cuisine,expensive,Little Italy,15,0.9,true
898,"Fritsch, Witting and Carroll",Japanese Cuisine,cheap,Battery Park City,18,3.2,false
899,Kilback LLC,Italian Cuisine,medium,West Village,22,4.6,false
900,"Koss, Terry and Schultz",Japanese Cuisine,expensive,West Village,18,0.4,true
901,"Corkery, Bins and Connelly",Mediterranean Cuisine,expensive,Hell's Kitchen,24,0.2,true
902,Stracke-Torp,Italian Cuisine,cheap,Financial District,21,3.5,true
903,Adams-Feil,French Cuisine,medium,Battery Park City,23,1.8,false
904,Schaefer-Auer,Japanese Cuisine,cheap,Battery Park City,23,1.4,false
905,Beahan-Runolfsdottir,Japanese Cuisine,expensive,Hudson Yards,16,4.2,true
906,Kub-Kuhlman,Greek Cuisine,expensive,Greenwich Village,18,2.3,false
907,Farrell-Altenwerth,Greek Cuisine,expensive,Tribeca,23,3.6,true
908,Hirthe LLC,Mediterranean Cuisine,cheap,Little Italy,24,2.4,false
909,Abshire-Brakus,Indian Cuisine,cheap,Chinatown,22,0.7,false
910,Waters LLC,Spanish Cuisine,expensive,West Village,22,4.2,true
911,Gottlieb LLC,Spanish Cuisine,expensive,Hell's Kitchen,15,1.5,true
912,Connelly-Dicki,Chinese Cuisine,expensive,Battery Park City,19,3.6,false
913,Crooks and Sons,Spanish Cuisine,medium,Clinton,17,2.6,true
914,"Gibson, McLaughlin and Kunde",French Cuisine,expensive,SoHo,18,3.6,true
915,Kuphal-Batz,Italian Cuisine,expensive,Chelsea,14,1.4,true
916,"Nikolaus, Kreiger and Marquardt",Greek Cuisine,cheap,Financial District,21,2.5,true
917,"Cartwright, Frami and Glover",Chinese Cuisine,expensive,Chinatown,19,3.4,true
918,Braun and Sons,Chinese Cuisine,expensive,Hudson Yards,23,3.5,false
919,Stroman-Boehm,Italian Cuisine,cheap,Little Italy,20,2.5,true
920,"Bayer, Hirthe and Haley",Chinese Cuisine,expensive,Hudson Yards,22,4.7,true
921,O'Kon-Cormier,Chinese Cuisine,cheap,Chelsea,14,1.5,true
922,Christiansen Inc,French Cuisine,medium,Financial District,19,1.6,false
923,Haag-Raynor,Italian Cuisine,cheap,NoHo,15,4.0,true
924,"Johns, Schuster and Harvey",Mediterranean Cuisine,cheap,Chelsea,18,1.8,true
925,Tromp-Rice,Chinese Cuisine,cheap,Lower East Side,24,4.2,true
926,"Turner, Kautzer and Zulauf",Spanish Cuisine,expensive,Chinatown,21,4.0,true
927,Ziemann Inc,Japanese Cuisine,medium,West Village,23,2.8,true
928,Wehner-Gleason,Italian Cuisine,medium,Chinatown,14,1.6,false
929,"Schowalter, Metz and Purdy",Italian Cuisine,medium,Chelsea,14,1.9,false
930,Deckow Group,Japanese Cuisine,expensive,NoHo,23,4.3,true
931,Stanton and Sons,Mediterranean Cuisine,expensive,Hudson Yards,22,3.7,true
932,Heathcote-Auer,Mediterranean Cuisine,medium,Battery Park City,19,2.5,false
933,Stamm Inc,Italian Cuisine,medium,SoHo,18,0.2,true
934,Skiles-Upton,Japanese Cuisine,cheap,Clinton,22,3.3,false
935,D'Amore and Sons,Greek Cuisine,cheap,Hudson Yards,18,0.2,true
936,Moore Inc,Mediterranean Cuisine,cheap,Hell's Kitchen,19,0.5,true
937,Bruen Inc,Indian Cuisine,cheap,Chinatown,22,2.0,false
938,Stoltenberg and Sons,Mediterranean Cuisine,cheap,Battery Park City,17,1.1,false
939,"Lakin, Conroy and McGlynn",Greek Cuisine,medium,Lower East Side,24,0.1,false
940,"Kutch, Nolan and Crist",Indian Cuisine,medium,West Village,18,1.6,true
941,Jakubowski-Hettinger,Italian Cuisine,medium,Little Italy,21,3.4,false
942,"Schimmel, Cole and Schimmel",Japanese Cuisine,medium,Chelsea,22,0.7,false
943,Wilkinson-Dietrich,Spanish Cuisine,cheap,Hell's Kitchen,14,2.8,false
944,"Mills, Quigley and Homenick",Mediterranean Cuisine,expensive,Little Italy,18,3.3,false
945,Becker LLC,Indian Cuisine,cheap,NoHo,19,1.6,false
946,"Fritsch, Hirthe and D'Amore",Italian Cuisine,expensive,Lower East Side,16,1.9,true
947,Robel-Hyatt,Italian Cuisine,cheap,Battery Park City,18,0.2,false
948,Yundt LLC,Chinese Cuisine,cheap,NoHo,22,5.0,false
949,"Emmerich, Gutkowski and Nienow",Spanish Cuisine,medium,Hudson Yards,18,1.2,false
950,"Douglas, Mayer and Gutmann",Indian Cuisine,medium,West Village,15,2.0,false
951,"Jacobson, Ferry and Lebsack",Spanish Cuisine,cheap,Battery Park City,20,2.3,false
952,"Schmeler, McLaughlin and Blanda",French Cuisine,expensive,Chelsea,16,1.6,false
953,O'Reilly-Barton,Indian Cuisine,cheap,Lower East Side,14,2.5,false
954,"Adams, Torp and Bednar",Italian Cuisine,cheap,NoHo,15,0.7,false
955,Hackett-Ullrich,Spanish Cuisine,medium,Greenwich Village,24,1.8,true
956,Dibbert LLC,Mediterranean Cuisine,cheap,Little Italy,17,4.0,false
957,Marquardt-Willms,French Cuisine,cheap,Hudson Yards,22,3.3,true
958,Herzog Group,French Cuisine,medium,Tribeca,19,1.4,true
959,Runte-Hansen,Chinese Cuisine,cheap,SoHo,16,1.4,true
960,Gutmann-Stoltenberg,Greek Cuisine,expensive,Financial District,20,2.3,false
961,"Lockman, Abshire and Douglas",Indian Cuisine,cheap,Battery Park City,14,0.4,false
962,Ryan Group,Greek Cuisine,cheap,Lower East Side,22,3.6,false
963,Predovic-Koss,Mediterranean Cuisine,cheap,Lower East Side,19,4.5,false
964,Kassulke-Pagac,Japanese Cuisine,cheap,Financial District,18,4.5,false
965,Littel-Deckow,Spanish Cuisine,cheap,Clinton,16,2.2,false
966,Morissette and Sons,Spanish Cuisine,cheap,Lower East Side,16,2.8,true
967,"Abernathy, Buckridge and Buckridge",Indian Cuisine,expensive,Chelsea,21,0.2,true
968,Funk-Hirthe,Spanish Cuisine,expensive,Chinatown,23,2.9,false
969,Predovic Group,Mediterranean Cuisine,medium,Battery Park City,20,4.2,true
970,"Rau, Doyle and Aufderhar",French Cuisine,expensive,West Village,19,0.8,true
971,Will Inc,Indian Cuisine,medium,Clinton,16,2.2,false
972,Runolfsson Inc,Chinese Cuisine,medium,Chinatown,17,0.1,true
973,"Jakubowski, Legros and McCullough",Chinese Cuisine,medium,Clinton,20,4.8,true
974,Volkman Inc,Japanese Cuisine,medium,Chelsea,18,1.1,false
975,Sporer and Sons,Japanese Cuisine,medium,Financial District,23,2.9,false
976,"Torp, Herzog and Schuster",Spanish Cuisine,expensive,Financial District,18,3.4,true
977,Schulist-Kuhn,Indian Cuisine,medium,NoHo,19,4.9,false
978,Weissnat LLC,French Cuisine,expensive,Battery Park City,22,1.9,true
979,"Runolfsdottir, Corkery and Yundt",Mediterranean Cuisine,medium,Chelsea,21,1.6,true
980,Beahan Group,Japanese Cuisine,expensive,Lower East Side,23,3.1,false
981,Wuckert LLC,Italian Cuisine,expensive,Little Italy,15,2.7,false
982,"Auer, Conroy and D'Amore",Chinese Cuisine,cheap,Chinatown,18,4.7,false
983,Boyer-Frami,Chinese Cuisine,cheap,Lower East Side,20,4.5,true
984,"Witting, Kling and Koss",Greek Cuisine,medium,Lower East Side,24,4.6,true
985,Stoltenberg-Mante,Mediterranean Cuisine,medium,Lower East Side,20,3.1,false
986,D'Amore LLC,Italian Cuisine,cheap,SoHo,24,1.6,false
987,"Streich, Johnson and Altenwerth",Chinese Cuisine,medium,Battery Park City,20,1.8,true
988,Williamson Group,Mediterranean Cuisine,expensive,NoHo,23,3.5,true
989,Hettinger Inc,Mediterranean Cuisine,expensive,Chinatown,20,1.0,true
990,Tromp-Wilderman,Indian Cuisine,medium,Hudson Yards,17,1.2,false
991,Mraz-Davis,Japanese Cuisine,expensive,Little Italy,15,4.2,false
992,"Nolan, Sipes and Schamberger",Japanese Cuisine,expensive,Chinatown,18,0.3,true
993,"Hammes, Hagenes and Lakin",French Cuisine,medium,Battery Park City,16,1.7,false
994,Kuphal Inc,Italian Cuisine,medium,Financial District,18,1.2,true
995,Steuber-Mertz,Italian Cuisine,cheap,Greenwich Village,16,2.8,false
996,Watsica Group,Japanese Cuisine,medium,Lower East Side,22,4.3,true
997,Torphy-Berge,Italian Cuisine,medium,Hell's Kitchen,18,1.7,false
998,Cummings LLC,French Cuisine,medium,Chelsea,19,1.2,false
999,Jaskolski-Daugherty,Spanish Cuisine,expensive,Hudson Yards,20,2.7,true
1000,"Ritchie, McClure and Littel",French Cuisine,cheap,Financial District,19,3.0,false
